family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,119,343,7,22,0.058823529411764705,0.0641399416909621,0.005316412279197394,1.0,0.2,True,525,1057,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,119,343,0,0,0.0,0.0,0.0,1.0,0.2,True,525,1057,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,119,343,0,0,0.0,0.0,0.0,1.0,0.2,True,525,1057,1.0
