family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,276,157,19,7,0.06884057971014493,0.044585987261146494,-0.024254592448998434,0.4012464557952811,0.2,True,433,858,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,276,157,0,0,0.0,0.0,0.0,1.0,0.2,True,433,858,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,276,157,0,0,0.0,0.0,0.0,1.0,0.2,True,433,858,1.0
