family,metric,kind,n_conf,n_spur,p,effect,eff_lo,eff_hi,min_detectable,testable,p_holm
"A (chromospheric activity, ESP-CS)",A1 activityindex_espcs,num,24,12,0.5128688495922917,0.4305555555555556,0.25,0.6284722222222222,0.7750000000000002,True,0.5128688495922917
B (photometric variability),B1 dAmp_G,num,554,304,0.6585282288492418,0.5091143359300779,0.4684426509357781,0.5494509874358731,0.5750000000000001,True,1.0
B (photometric variability),B2 dAmp_BP,num,554,304,0.7765403131080594,0.5058545506365191,0.4658997660554816,0.5470094884096522,0.5750000000000001,True,1.0
B (photometric variability),B3 dAmp_RP,num,554,304,0.18082392752537413,0.5275923902717081,0.48762587877636326,0.5672326263537906,0.5750000000000001,True,0.7232957101014965
B (photometric variability),B4 phot_variable_flag==VARIABLE,bin,554,304,0.29425593698665886,0.7423708920187794,,,0.2,True,0.8827678109599766
B (photometric variability),B5 std_dev_mag_g_fov,num,50,20,0.058547120407605575,0.646,0.502,0.78,0.7250000000000002,True,0.2927356020380279
C (astrometric/imaging quality -- NOT activity),C1 ruwe,num,554,304,3.7177765862367083e-10,0.3708258122743682,0.33049042252517574,0.41127342414022416,0.5750000000000001,True,1.858888293118354e-09
C (astrometric/imaging quality -- NOT activity),C2 ipd_frac_multi_peak,num,554,304,0.24577425377853557,0.4865125641269238,0.4650328650484514,0.5086368723874216,0.5750000000000001,True,0.49154850755707113
C (astrometric/imaging quality -- NOT activity),C3 ipd_gof_harmonic_amplitude,num,554,304,0.09897453388347378,0.5340169580087403,0.49299205538666163,0.5735917311894357,0.5750000000000001,True,0.29692360165042136
C (astrometric/imaging quality -- NOT activity),C4 astrometric_excess_noise_sig,num,554,304,3.5243671079667676e-08,0.38633502755082655,0.34528726486794603,0.4283389048546456,0.5750000000000001,True,1.409746843186707e-07
C (astrometric/imaging quality -- NOT activity),C5 astrometric_gof_al,num,554,304,2.484622357660695e-10,0.3695373361200836,0.3296221855405662,0.4095232935113053,0.5750000000000001,True,1.4907734145964172e-09
C (astrometric/imaging quality -- NOT activity),C6 phot_bp_rp_excess_factor,num,554,304,0.8755005457576234,0.49676693425802776,0.45642798190195705,0.5376541569684591,0.5750000000000001,True,0.8755005457576234
NEGATIVE CONTROL (must not discriminate),N1 phot_g_n_obs,num,554,304,0.8889096113832426,0.502882742732282,0.46301539046171386,0.5434378265722972,0.5750000000000001,True,0.8889096113832426
