family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,p_holm,min_detectable,testable,n_store_rows,n_in_list
"D4 (flag_astrom_quiet, thresholded)","flagged fraction, in-list",rate,554,304,42,91,0.07581227436823104,0.2993421052631579,0.22352983089492687,3.9978255022824166e-17,3.9978255022824166e-17,0.15000000000000002,True,858,858
