family,metric,kind,n_conf,n_spur,p,effect,eff_lo,eff_hi,min_detectable,testable,p_holm
"A (chromospheric activity, ESP-CS)",A1 activityindex_espcs,num,29,11,0.10185935105373672,0.670846394984326,0.438871473354232,0.8840125391849529,0.7750000000000002,True,0.10185935105373672
B (photometric variability),B1 dAmp_G,num,675,370,0.7701914433635106,0.5054594594594595,0.46862342342342345,0.5419734234234235,0.5750000000000001,True,1.0
B (photometric variability),B2 dAmp_BP,num,675,370,0.7189585189377183,0.5067247247247247,0.46945945945945944,0.5444886386386386,0.5750000000000001,True,1.0
B (photometric variability),B3 dAmp_RP,num,675,370,0.0008367079927020507,0.5624064064064064,0.5263958958958959,0.5978119619619621,0.5750000000000001,True,0.004183539963510253
B (photometric variability),B4 phot_variable_flag==VARIABLE,bin,675,370,0.6219310491927706,0.8681716833890747,,,0.15000000000000002,True,1.0
B (photometric variability),B5 std_dev_mag_g_fov,num,53,26,0.38936934276289026,0.5602322206095791,0.42017416545718433,0.6937590711175616,0.7000000000000002,True,1.0
C (astrometric/imaging quality -- NOT activity),C1 ruwe,num,675,370,6.601980923310887e-17,0.34392992992992993,0.30922642642642645,0.37914699699699694,0.5750000000000001,True,3.300990461655443e-16
C (astrometric/imaging quality -- NOT activity),C2 ipd_frac_multi_peak,num,675,370,0.48646242615975666,0.49253253253253254,0.47241416416416415,0.5134295795795797,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C3 ipd_gof_harmonic_amplitude,num,675,370,0.45601720985483796,0.513927927927928,0.47793848848848847,0.5505455955955956,0.5750000000000001,True,1.0
C (astrometric/imaging quality -- NOT activity),C4 astrometric_excess_noise_sig,num,675,370,2.825350687124877e-16,0.3471691691691692,0.31278423423423424,0.3823572072072072,0.5750000000000001,True,1.1301402748499508e-15
C (astrometric/imaging quality -- NOT activity),C5 astrometric_gof_al,num,675,370,6.357752505212925e-18,0.33884884884884886,0.3048541541541542,0.37305165165165166,0.5750000000000001,True,3.8146515031277546e-17
C (astrometric/imaging quality -- NOT activity),C6 phot_bp_rp_excess_factor,num,675,370,0.8133716925722198,0.5044124124124124,0.46726906906906907,0.5417057557557557,0.5750000000000001,True,1.0
NEGATIVE CONTROL (must not discriminate),N1 phot_g_n_obs,num,675,370,0.8010044451269378,0.5047107107107107,0.4673445945945946,0.5409096096096095,0.5750000000000001,True,0.8010044451269378
