family,metric,kind,n_conf,n_spur,k_conf,k_spur,rate_conf,rate_spur,effect,p,min_detectable,testable,n_in_footprint,n_store_rows,p_holm
"D1 (X-ray activity, eROSITA-DE)",D1a in-footprint detection rate,rate,339,178,19,13,0.05604719764011799,0.07303370786516854,0.016986510225050544,0.44783226521475533,0.15000000000000002,True,524,1056,1.0
"D1 (X-ray activity, eROSITA-DE)",D1b hard-band (2.3-5 keV) rate,rate,339,178,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,524,1056,1.0
"D1 (X-ray activity, eROSITA-DE)",D1c DR1-only fader rate,rate,339,178,0,0,0.0,0.0,0.0,1.0,0.15000000000000002,True,524,1056,1.0
