metric,population,n_conf,n_spur,p,auc,auc_lo,auc_hi,min_detectable_auc
astrometric_gof_al,all-65,490,490,0.7351871346419488,0.4937567680133278,0.4578006039150354,0.5305499791753435,0.5750000000000001
astrometric_gof_al,in-list,490,490,0.7351871346419488,0.4937567680133278,0.45719585589337775,0.5302084548104956,0.5750000000000001
ruwe,all-65,490,490,0.8959321564283222,0.49758433985839234,0.46108215326947105,0.5337126197417742,0.5750000000000001
ruwe,in-list,490,490,0.8959321564283222,0.49758433985839234,0.46133132028321533,0.5339162848812995,0.5750000000000001
